,Date,Year,Month,Holiday,Weekday,WorkingDay,WeatherSituation,Casual,Registered,Total
326,2011-11-23,2011,Nov,FALSE,Wed,TRUE,Cloudy,112,2454,2566
327,2011-11-24,2011,Nov,TRUE,Thur,FALSE,Sunny,560,935,1495
328,2011-11-25,2011,Nov,FALSE,Fri,TRUE,Sunny,1095,1697,2792
329,2011-11-26,2011,Nov,FALSE,Sat,FALSE,Sunny,1249,1819,3068
330,2011-11-27,2011,Nov,FALSE,Sun,FALSE,Sunny,810,2261,3071
331,2011-11-28,2011,Nov,FALSE,Mon,TRUE,Sunny,253,3614,3867
332,2011-11-29,2011,Nov,FALSE,Tues,TRUE,Cloudy,96,2818,2914
333,2011-11-30,2011,Nov,FALSE,Wed,TRUE,Sunny,188,3425,3613
334,2011-12-01,2011,Dec,FALSE,Thur,TRUE,Sunny,182,3545,3727
335,2011-12-02,2011,Dec,FALSE,Fri,TRUE,Sunny,268,3672,3940
336,2011-12-03,2011,Dec,FALSE,Sat,FALSE,Sunny,706,2908,3614
337,2011-12-04,2011,Dec,FALSE,Sun,FALSE,Sunny,634,2851,3485
338,2011-12-05,2011,Dec,FALSE,Mon,TRUE,Cloudy,233,3578,3811
339,2011-12-06,2011,Dec,FALSE,Tues,TRUE,Rain/Snow,126,2468,2594
340,2011-12-07,2011,Dec,FALSE,Wed,TRUE,Rain/Snow,50,655,705
341,2011-12-08,2011,Dec,FALSE,Thur,TRUE,Sunny,150,3172,3322
342,2011-12-09,2011,Dec,FALSE,Fri,TRUE,Sunny,261,3359,3620
343,2011-12-10,2011,Dec,FALSE,Sat,FALSE,Sunny,502,2688,3190
344,2011-12-11,2011,Dec,FALSE,Sun,FALSE,Sunny,377,2366,2743
345,2011-12-12,2011,Dec,FALSE,Mon,TRUE,Sunny,143,3167,3310
346,2011-12-13,2011,Dec,FALSE,Tues,TRUE,Sunny,155,3368,3523
347,2011-12-14,2011,Dec,FALSE,Wed,TRUE,Cloudy,178,3562,3740
348,2011-12-15,2011,Dec,FALSE,Thur,TRUE,Cloudy,181,3528,3709
349,2011-12-16,2011,Dec,FALSE,Fri,TRUE,Cloudy,178,3399,3577
350,2011-12-17,2011,Dec,FALSE,Sat,FALSE,Cloudy,275,2464,2739
351,2011-12-18,2011,Dec,FALSE,Sun,FALSE,Sunny,220,2211,2431
352,2011-12-19,2011,Dec,FALSE,Mon,TRUE,Sunny,260,3143,3403
353,2011-12-20,2011,Dec,FALSE,Tues,TRUE,Cloudy,216,3534,3750
354,2011-12-21,2011,Dec,FALSE,Wed,TRUE,Cloudy,107,2553,2660
355,2011-12-22,2011,Dec,FALSE,Thur,TRUE,Cloudy,227,2841,3068
356,2011-12-23,2011,Dec,FALSE,Fri,TRUE,Sunny,163,2046,2209
357,2011-12-24,2011,Dec,FALSE,Sat,FALSE,Sunny,155,856,1011
358,2011-12-25,2011,Dec,FALSE,Sun,FALSE,Sunny,303,451,754
359,2011-12-26,2011,Dec,TRUE,Mon,FALSE,Sunny,430,887,1317
360,2011-12-27,2011,Dec,FALSE,Tues,TRUE,Cloudy,103,1059,1162
361,2011-12-28,2011,Dec,FALSE,Wed,TRUE,Sunny,255,2047,2302
362,2011-12-29,2011,Dec,FALSE,Thur,TRUE,Sunny,254,2169,2423
363,2011-12-30,2011,Dec,FALSE,Fri,TRUE,Sunny,491,2508,2999
364,2011-12-31,2011,Dec,FALSE,Sat,FALSE,Sunny,665,1820,2485
365,2012-01-01,2012,Jan,FALSE,Sun,FALSE,Sunny,686,1608,2294
366,2012-01-02,2012,Jan,TRUE,Mon,FALSE,Sunny,244,1707,1951
367,2012-01-03,2012,Jan,FALSE,Tues,TRUE,Sunny,89,2147,2236
368,2012-01-04,2012,Jan,FALSE,Wed,TRUE,Cloudy,95,2273,2368
369,2012-01-05,2012,Jan,FALSE,Thur,TRUE,Sunny,140,3132,3272
370,2012-01-06,2012,Jan,FALSE,Fri,TRUE,Sunny,307,3791,4098
371,2012-01-07,2012,Jan,FALSE,Sat,FALSE,Sunny,1070,3451,4521
372,2012-01-08,2012,Jan,FALSE,Sun,FALSE,Sunny,599,2826,3425
373,2012-01-09,2012,Jan,FALSE,Mon,TRUE,Cloudy,106,2270,2376
374,2012-01-10,2012,Jan,FALSE,Tues,TRUE,Sunny,173,3425,3598
375,2012-01-11,2012,Jan,FALSE,Wed,TRUE,Cloudy,92,2085,2177
376,2012-01-12,2012,Jan,FALSE,Thur,TRUE,Cloudy,269,3828,4097
377,2012-01-13,2012,Jan,FALSE,Fri,TRUE,Sunny,174,3040,3214
378,2012-01-14,2012,Jan,FALSE,Sat,FALSE,Sunny,333,2160,2493
379,2012-01-15,2012,Jan,FALSE,Sun,FALSE,Sunny,284,2027,2311
380,2012-01-16,2012,Jan,TRUE,Mon,FALSE,Sunny,217,2081,2298
381,2012-01-17,2012,Jan,FALSE,Tues,TRUE,Cloudy,127,2808,2935
382,2012-01-18,2012,Jan,FALSE,Wed,TRUE,Sunny,109,3267,3376
383,2012-01-19,2012,Jan,FALSE,Thur,TRUE,Sunny,130,3162,3292
384,2012-01-20,2012,Jan,FALSE,Fri,TRUE,Cloudy,115,3048,3163
385,2012-01-21,2012,Jan,FALSE,Sat,FALSE,Cloudy,67,1234,1301
386,2012-01-22,2012,Jan,FALSE,Sun,FALSE,Cloudy,196,1781,1977
387,2012-01-23,2012,Jan,FALSE,Mon,TRUE,Cloudy,145,2287,2432
388,2012-01-24,2012,Jan,FALSE,Tues,TRUE,Sunny,439,3900,4339
389,2012-01-25,2012,Jan,FALSE,Wed,TRUE,Sunny,467,3803,4270
390,2012-01-26,2012,Jan,FALSE,Thur,TRUE,Cloudy,244,3831,4075
391,2012-01-27,2012,Jan,FALSE,Fri,TRUE,Cloudy,269,3187,3456
392,2012-01-28,2012,Jan,FALSE,Sat,FALSE,Sunny,775,3248,4023
393,2012-01-29,2012,Jan,FALSE,Sun,FALSE,Sunny,558,2685,3243
394,2012-01-30,2012,Jan,FALSE,Mon,TRUE,Sunny,126,3498,3624
395,2012-01-31,2012,Jan,FALSE,Tues,TRUE,Sunny,324,4185,4509
396,2012-02-01,2012,Feb,FALSE,Wed,TRUE,Sunny,304,4275,4579
397,2012-02-02,2012,Feb,FALSE,Thur,TRUE,Cloudy,190,3571,3761
398,2012-02-03,2012,Feb,FALSE,Fri,TRUE,Sunny,310,3841,4151
399,2012-02-04,2012,Feb,FALSE,Sat,FALSE,Cloudy,384,2448,2832
400,2012-02-05,2012,Feb,FALSE,Sun,FALSE,Cloudy,318,2629,2947
401,2012-02-06,2012,Feb,FALSE,Mon,TRUE,Sunny,206,3578,3784
402,2012-02-07,2012,Feb,FALSE,Tues,TRUE,Sunny,199,4176,4375
403,2012-02-08,2012,Feb,FALSE,Wed,TRUE,Cloudy,109,2693,2802
404,2012-02-09,2012,Feb,FALSE,Thur,TRUE,Sunny,163,3667,3830
405,2012-02-10,2012,Feb,FALSE,Fri,TRUE,Cloudy,227,3604,3831
406,2012-02-11,2012,Feb,FALSE,Sat,FALSE,Rain/Snow,192,1977,2169
407,2012-02-12,2012,Feb,FALSE,Sun,FALSE,Sunny,73,1456,1529
408,2012-02-13,2012,Feb,FALSE,Mon,TRUE,Sunny,94,3328,3422
409,2012-02-14,2012,Feb,FALSE,Tues,TRUE,Cloudy,135,3787,3922
410,2012-02-15,2012,Feb,FALSE,Wed,TRUE,Sunny,141,4028,4169
411,2012-02-16,2012,Feb,FALSE,Thur,TRUE,Cloudy,74,2931,3005
412,2012-02-17,2012,Feb,FALSE,Fri,TRUE,Sunny,349,3805,4154
413,2012-02-18,2012,Feb,FALSE,Sat,FALSE,Sunny,1435,2883,4318
414,2012-02-19,2012,Feb,FALSE,Sun,FALSE,Cloudy,618,2071,2689
415,2012-02-20,2012,Feb,TRUE,Mon,FALSE,Sunny,502,2627,3129
416,2012-02-21,2012,Feb,FALSE,Tues,TRUE,Sunny,163,3614,3777
417,2012-02-22,2012,Feb,FALSE,Wed,TRUE,Sunny,394,4379,4773
418,2012-02-23,2012,Feb,FALSE,Thur,TRUE,Sunny,516,4546,5062
419,2012-02-24,2012,Feb,FALSE,Fri,TRUE,Cloudy,246,3241,3487
420,2012-02-25,2012,Feb,FALSE,Sat,FALSE,Sunny,317,2415,2732
421,2012-02-26,2012,Feb,FALSE,Sun,FALSE,Sunny,515,2874,3389
422,2012-02-27,2012,Feb,FALSE,Mon,TRUE,Sunny,253,4069,4322
423,2012-02-28,2012,Feb,FALSE,Tues,TRUE,Sunny,229,4134,4363
424,2012-02-29,2012,Feb,FALSE,Wed,TRUE,Cloudy,65,1769,1834
425,2012-03-01,2012,March,FALSE,Thur,TRUE,Sunny,325,4665,4990
426,2012-03-02,2012,March,FALSE,Fri,TRUE,Cloudy,246,2948,3194
427,2012-03-03,2012,March,FALSE,Sat,FALSE,Cloudy,956,3110,4066
428,2012-03-04,2012,March,FALSE,Sun,FALSE,Sunny,710,2713,3423
429,2012-03-05,2012,March,FALSE,Mon,TRUE,Sunny,203,3130,3333
430,2012-03-06,2012,March,FALSE,Tues,TRUE,Sunny,221,3735,3956
431,2012-03-07,2012,March,FALSE,Wed,TRUE,Sunny,432,4484,4916
432,2012-03-08,2012,March,FALSE,Thur,TRUE,Sunny,486,4896,5382
433,2012-03-09,2012,March,FALSE,Fri,TRUE,Cloudy,447,4122,4569
434,2012-03-10,2012,March,FALSE,Sat,FALSE,Sunny,968,3150,4118
435,2012-03-11,2012,March,FALSE,Sun,FALSE,Sunny,1658,3253,4911
436,2012-03-12,2012,March,FALSE,Mon,TRUE,Sunny,838,4460,5298
437,2012-03-13,2012,March,FALSE,Tues,TRUE,Sunny,762,5085,5847
438,2012-03-14,2012,March,FALSE,Wed,TRUE,Sunny,997,5315,6312
439,2012-03-15,2012,March,FALSE,Thur,TRUE,Sunny,1005,5187,6192
440,2012-03-16,2012,March,FALSE,Fri,TRUE,Cloudy,548,3830,4378
441,2012-03-17,2012,March,FALSE,Sat,FALSE,Cloudy,3155,4681,7836
442,2012-03-18,2012,March,FALSE,Sun,FALSE,Cloudy,2207,3685,5892
443,2012-03-19,2012,March,FALSE,Mon,TRUE,Sunny,982,5171,6153
444,2012-03-20,2012,March,FALSE,Tues,TRUE,Sunny,1051,5042,6093
445,2012-03-21,2012,March,FALSE,Wed,TRUE,Cloudy,1122,5108,6230
446,2012-03-22,2012,March,FALSE,Thur,TRUE,Sunny,1334,5537,6871
447,2012-03-23,2012,March,FALSE,Fri,TRUE,Cloudy,2469,5893,8362
448,2012-03-24,2012,March,FALSE,Sat,FALSE,Cloudy,1033,2339,3372
449,2012-03-25,2012,March,FALSE,Sun,FALSE,Cloudy,1532,3464,4996
450,2012-03-26,2012,March,FALSE,Mon,TRUE,Sunny,795,4763,5558
451,2012-03-27,2012,March,FALSE,Tues,TRUE,Sunny,531,4571,5102
452,2012-03-28,2012,March,FALSE,Wed,TRUE,Sunny,674,5024,5698
453,2012-03-29,2012,March,FALSE,Thur,TRUE,Sunny,834,5299,6133
454,2012-03-30,2012,March,FALSE,Fri,TRUE,Cloudy,796,4663,5459
455,2012-03-31,2012,March,FALSE,Sat,FALSE,Cloudy,2301,3934,6235
456,2012-04-01,2012,April,FALSE,Sun,FALSE,Cloudy,2347,3694,6041
457,2012-04-02,2012,April,FALSE,Mon,TRUE,Sunny,1208,4728,5936
458,2012-04-03,2012,April,FALSE,Tues,TRUE,Sunny,1348,5424,6772
459,2012-04-04,2012,April,FALSE,Wed,TRUE,Sunny,1058,5378,6436
460,2012-04-05,2012,April,FALSE,Thur,TRUE,Sunny,1192,5265,6457
461,2012-04-06,2012,April,FALSE,Fri,TRUE,Sunny,1807,4653,6460
462,2012-04-07,2012,April,FALSE,Sat,FALSE,Sunny,3252,3605,6857
463,2012-04-08,2012,April,FALSE,Sun,FALSE,Sunny,2230,2939,5169
464,2012-04-09,2012,April,FALSE,Mon,TRUE,Sunny,905,4680,5585
465,2012-04-10,2012,April,FALSE,Tues,TRUE,Sunny,819,5099,5918
466,2012-04-11,2012,April,FALSE,Wed,TRUE,Sunny,482,4380,4862
467,2012-04-12,2012,April,FALSE,Thur,TRUE,Sunny,663,4746,5409
468,2012-04-13,2012,April,FALSE,Fri,TRUE,Sunny,1252,5146,6398
469,2012-04-14,2012,April,FALSE,Sat,FALSE,Sunny,2795,4665,7460
470,2012-04-15,2012,April,FALSE,Sun,FALSE,Sunny,2846,4286,7132
471,2012-04-16,2012,April,TRUE,Mon,FALSE,Sunny,1198,5172,6370
472,2012-04-17,2012,April,FALSE,Tues,TRUE,Sunny,989,5702,6691
473,2012-04-18,2012,April,FALSE,Wed,TRUE,Cloudy,347,4020,4367
474,2012-04-19,2012,April,FALSE,Thur,TRUE,Sunny,846,5719,6565
475,2012-04-20,2012,April,FALSE,Fri,TRUE,Sunny,1340,5950,7290
476,2012-04-21,2012,April,FALSE,Sat,FALSE,Sunny,2541,4083,6624
477,2012-04-22,2012,April,FALSE,Sun,FALSE,Rain/Snow,120,907,1027
478,2012-04-23,2012,April,FALSE,Mon,TRUE,Cloudy,195,3019,3214
479,2012-04-24,2012,April,FALSE,Tues,TRUE,Sunny,518,5115,5633
480,2012-04-25,2012,April,FALSE,Wed,TRUE,Sunny,655,5541,6196
481,2012-04-26,2012,April,FALSE,Thur,TRUE,Cloudy,475,4551,5026
482,2012-04-27,2012,April,FALSE,Fri,TRUE,Sunny,1014,5219,6233
483,2012-04-28,2012,April,FALSE,Sat,FALSE,Cloudy,1120,3100,4220
484,2012-04-29,2012,April,FALSE,Sun,FALSE,Sunny,2229,4075,6304
485,2012-04-30,2012,April,FALSE,Mon,TRUE,Cloudy,665,4907,5572
486,2012-05-01,2012,May,FALSE,Tues,TRUE,Cloudy,653,5087,5740
487,2012-05-02,2012,May,FALSE,Wed,TRUE,Sunny,667,5502,6169
488,2012-05-03,2012,May,FALSE,Thur,TRUE,Cloudy,764,5657,6421
489,2012-05-04,2012,May,FALSE,Fri,TRUE,Sunny,1069,5227,6296
490,2012-05-05,2012,May,FALSE,Sat,FALSE,Cloudy,2496,4387,6883
491,2012-05-06,2012,May,FALSE,Sun,FALSE,Cloudy,2135,4224,6359
492,2012-05-07,2012,May,FALSE,Mon,TRUE,Cloudy,1008,5265,6273
493,2012-05-08,2012,May,FALSE,Tues,TRUE,Cloudy,738,4990,5728
494,2012-05-09,2012,May,FALSE,Wed,TRUE,Cloudy,620,4097,4717
495,2012-05-10,2012,May,FALSE,Thur,TRUE,Sunny,1026,5546,6572
496,2012-05-11,2012,May,FALSE,Fri,TRUE,Sunny,1319,5711,7030
497,2012-05-12,2012,May,FALSE,Sat,FALSE,Sunny,2622,4807,7429
498,2012-05-13,2012,May,FALSE,Sun,FALSE,Sunny,2172,3946,6118
499,2012-05-14,2012,May,FALSE,Mon,TRUE,Cloudy,342,2501,2843
500,2012-05-15,2012,May,FALSE,Tues,TRUE,Cloudy,625,4490,5115
501,2012-05-16,2012,May,FALSE,Wed,TRUE,Sunny,991,6433,7424
502,2012-05-17,2012,May,FALSE,Thur,TRUE,Sunny,1242,6142,7384
503,2012-05-18,2012,May,FALSE,Fri,TRUE,Sunny,1521,6118,7639
504,2012-05-19,2012,May,FALSE,Sat,FALSE,Sunny,3410,4884,8294
505,2012-05-20,2012,May,FALSE,Sun,FALSE,Sunny,2704,4425,7129
506,2012-05-21,2012,May,FALSE,Mon,TRUE,Cloudy,630,3729,4359
507,2012-05-22,2012,May,FALSE,Tues,TRUE,Cloudy,819,5254,6073
508,2012-05-23,2012,May,FALSE,Wed,TRUE,Cloudy,766,4494,5260
509,2012-05-24,2012,May,FALSE,Thur,TRUE,Sunny,1059,5711,6770
510,2012-05-25,2012,May,FALSE,Fri,TRUE,Sunny,1417,5317,6734
511,2012-05-26,2012,May,FALSE,Sat,FALSE,Sunny,2855,3681,6536
512,2012-05-27,2012,May,FALSE,Sun,FALSE,Sunny,3283,3308,6591
513,2012-05-28,2012,May,TRUE,Mon,FALSE,Sunny,2557,3486,6043
514,2012-05-29,2012,May,FALSE,Tues,TRUE,Sunny,880,4863,5743
515,2012-05-30,2012,May,FALSE,Wed,TRUE,Cloudy,745,6110,6855
516,2012-05-31,2012,May,FALSE,Thur,TRUE,Sunny,1100,6238,7338
517,2012-06-01,2012,June,FALSE,Fri,TRUE,Cloudy,533,3594,4127
518,2012-06-02,2012,June,FALSE,Sat,FALSE,Sunny,2795,5325,8120
519,2012-06-03,2012,June,FALSE,Sun,FALSE,Sunny,2494,5147,7641
520,2012-06-04,2012,June,FALSE,Mon,TRUE,Sunny,1071,5927,6998
521,2012-06-05,2012,June,FALSE,Tues,TRUE,Cloudy,968,6033,7001
522,2012-06-06,2012,June,FALSE,Wed,TRUE,Sunny,1027,6028,7055
523,2012-06-07,2012,June,FALSE,Thur,TRUE,Sunny,1038,6456,7494
524,2012-06-08,2012,June,FALSE,Fri,TRUE,Sunny,1488,6248,7736
525,2012-06-09,2012,June,FALSE,Sat,FALSE,Sunny,2708,4790,7498
526,2012-06-10,2012,June,FALSE,Sun,FALSE,Sunny,2224,4374,6598
527,2012-06-11,2012,June,FALSE,Mon,TRUE,Cloudy,1017,5647,6664
528,2012-06-12,2012,June,FALSE,Tues,TRUE,Cloudy,477,4495,4972
529,2012-06-13,2012,June,FALSE,Wed,TRUE,Sunny,1173,6248,7421
530,2012-06-14,2012,June,FALSE,Thur,TRUE,Sunny,1180,6183,7363
531,2012-06-15,2012,June,FALSE,Fri,TRUE,Sunny,1563,6102,7665
532,2012-06-16,2012,June,FALSE,Sat,FALSE,Sunny,2963,4739,7702
533,2012-06-17,2012,June,FALSE,Sun,FALSE,Sunny,2634,4344,6978
534,2012-06-18,2012,June,FALSE,Mon,TRUE,Cloudy,653,4446,5099
535,2012-06-19,2012,June,FALSE,Tues,TRUE,Sunny,968,5857,6825
536,2012-06-20,2012,June,FALSE,Wed,TRUE,Sunny,872,5339,6211
537,2012-06-21,2012,June,FALSE,Thur,TRUE,Sunny,778,5127,5905
538,2012-06-22,2012,June,FALSE,Fri,TRUE,Sunny,964,4859,5823
539,2012-06-23,2012,June,FALSE,Sat,FALSE,Sunny,2657,4801,7458
540,2012-06-24,2012,June,FALSE,Sun,FALSE,Sunny,2551,4340,6891
541,2012-06-25,2012,June,FALSE,Mon,TRUE,Sunny,1139,5640,6779
542,2012-06-26,2012,June,FALSE,Tues,TRUE,Sunny,1077,6365,7442
543,2012-06-27,2012,June,FALSE,Wed,TRUE,Sunny,1077,6258,7335
544,2012-06-28,2012,June,FALSE,Thur,TRUE,Sunny,921,5958,6879
545,2012-06-29,2012,June,FALSE,Fri,TRUE,Sunny,829,4634,5463
546,2012-06-30,2012,June,FALSE,Sat,FALSE,Sunny,1455,4232,5687
547,2012-07-01,2012,July,FALSE,Sun,FALSE,Sunny,1421,4110,5531
548,2012-07-02,2012,July,FALSE,Mon,TRUE,Sunny,904,5323,6227
549,2012-07-03,2012,July,FALSE,Tues,TRUE,Sunny,1052,5608,6660
550,2012-07-04,2012,July,TRUE,Wed,FALSE,Sunny,2562,4841,7403
551,2012-07-05,2012,July,FALSE,Thur,TRUE,Sunny,1405,4836,6241
552,2012-07-06,2012,July,FALSE,Fri,TRUE,Sunny,1366,4841,6207
553,2012-07-07,2012,July,FALSE,Sat,FALSE,Sunny,1448,3392,4840
554,2012-07-08,2012,July,FALSE,Sun,FALSE,Sunny,1203,3469,4672
555,2012-07-09,2012,July,FALSE,Mon,TRUE,Cloudy,998,5571,6569
556,2012-07-10,2012,July,FALSE,Tues,TRUE,Cloudy,954,5336,6290
557,2012-07-11,2012,July,FALSE,Wed,TRUE,Sunny,975,6289,7264
558,2012-07-12,2012,July,FALSE,Thur,TRUE,Sunny,1032,6414,7446
559,2012-07-13,2012,July,FALSE,Fri,TRUE,Cloudy,1511,5988,7499
560,2012-07-14,2012,July,FALSE,Sat,FALSE,Cloudy,2355,4614,6969
561,2012-07-15,2012,July,FALSE,Sun,FALSE,Sunny,1920,4111,6031
562,2012-07-16,2012,July,FALSE,Mon,TRUE,Sunny,1088,5742,6830
563,2012-07-17,2012,July,FALSE,Tues,TRUE,Sunny,921,5865,6786
564,2012-07-18,2012,July,FALSE,Wed,TRUE,Sunny,799,4914,5713
565,2012-07-19,2012,July,FALSE,Thur,TRUE,Sunny,888,5703,6591
566,2012-07-20,2012,July,FALSE,Fri,TRUE,Cloudy,747,5123,5870
567,2012-07-21,2012,July,FALSE,Sat,FALSE,Rain/Snow,1264,3195,4459
568,2012-07-22,2012,July,FALSE,Sun,FALSE,Cloudy,2544,4866,7410
569,2012-07-23,2012,July,FALSE,Mon,TRUE,Sunny,1135,5831,6966
570,2012-07-24,2012,July,FALSE,Tues,TRUE,Sunny,1140,6452,7592
571,2012-07-25,2012,July,FALSE,Wed,TRUE,Sunny,1383,6790,8173
572,2012-07-26,2012,July,FALSE,Thur,TRUE,Sunny,1036,5825,6861
573,2012-07-27,2012,July,FALSE,Fri,TRUE,Sunny,1259,5645,6904
574,2012-07-28,2012,July,FALSE,Sat,FALSE,Sunny,2234,4451,6685
575,2012-07-29,2012,July,FALSE,Sun,FALSE,Sunny,2153,4444,6597
576,2012-07-30,2012,July,FALSE,Mon,TRUE,Sunny,1040,6065,7105
577,2012-07-31,2012,July,FALSE,Tues,TRUE,Sunny,968,6248,7216
578,2012-08-01,2012,Aug,FALSE,Wed,TRUE,Sunny,1074,6506,7580
579,2012-08-02,2012,Aug,FALSE,Thur,TRUE,Sunny,983,6278,7261
580,2012-08-03,2012,Aug,FALSE,Fri,TRUE,Cloudy,1328,5847,7175
581,2012-08-04,2012,Aug,FALSE,Sat,FALSE,Sunny,2345,4479,6824
582,2012-08-05,2012,Aug,FALSE,Sun,FALSE,Sunny,1707,3757,5464
583,2012-08-06,2012,Aug,FALSE,Mon,TRUE,Cloudy,1233,5780,7013
584,2012-08-07,2012,Aug,FALSE,Tues,TRUE,Cloudy,1278,5995,7273
585,2012-08-08,2012,Aug,FALSE,Wed,TRUE,Cloudy,1263,6271,7534
586,2012-08-09,2012,Aug,FALSE,Thur,TRUE,Sunny,1196,6090,7286
587,2012-08-10,2012,Aug,FALSE,Fri,TRUE,Cloudy,1065,4721,5786
588,2012-08-11,2012,Aug,FALSE,Sat,FALSE,Cloudy,2247,4052,6299
589,2012-08-12,2012,Aug,FALSE,Sun,FALSE,Sunny,2182,4362,6544
590,2012-08-13,2012,Aug,FALSE,Mon,TRUE,Sunny,1207,5676,6883
591,2012-08-14,2012,Aug,FALSE,Tues,TRUE,Sunny,1128,5656,6784
592,2012-08-15,2012,Aug,FALSE,Wed,TRUE,Sunny,1198,6149,7347
593,2012-08-16,2012,Aug,FALSE,Thur,TRUE,Sunny,1338,6267,7605
594,2012-08-17,2012,Aug,FALSE,Fri,TRUE,Sunny,1483,5665,7148
595,2012-08-18,2012,Aug,FALSE,Sat,FALSE,Sunny,2827,5038,7865
596,2012-08-19,2012,Aug,FALSE,Sun,FALSE,Cloudy,1208,3341,4549
597,2012-08-20,2012,Aug,FALSE,Mon,TRUE,Cloudy,1026,5504,6530
598,2012-08-21,2012,Aug,FALSE,Tues,TRUE,Sunny,1081,5925,7006
599,2012-08-22,2012,Aug,FALSE,Wed,TRUE,Sunny,1094,6281,7375
600,2012-08-23,2012,Aug,FALSE,Thur,TRUE,Sunny,1363,6402,7765
601,2012-08-24,2012,Aug,FALSE,Fri,TRUE,Cloudy,1325,6257,7582
602,2012-08-25,2012,Aug,FALSE,Sat,FALSE,Cloudy,1829,4224,6053
603,2012-08-26,2012,Aug,FALSE,Sun,FALSE,Cloudy,1483,3772,5255
604,2012-08-27,2012,Aug,FALSE,Mon,TRUE,Sunny,989,5928,6917
605,2012-08-28,2012,Aug,FALSE,Tues,TRUE,Sunny,935,6105,7040
606,2012-08-29,2012,Aug,FALSE,Wed,TRUE,Sunny,1177,6520,7697
607,2012-08-30,2012,Aug,FALSE,Thur,TRUE,Sunny,1172,6541,7713
608,2012-08-31,2012,Aug,FALSE,Fri,TRUE,Sunny,1433,5917,7350
609,2012-09-01,2012,Sept,FALSE,Sat,FALSE,Cloudy,2352,3788,6140
610,2012-09-02,2012,Sept,FALSE,Sun,FALSE,Cloudy,2613,3197,5810
611,2012-09-03,2012,Sept,TRUE,Mon,FALSE,Sunny,1965,4069,6034
612,2012-09-04,2012,Sept,FALSE,Tues,TRUE,Sunny,867,5997,6864
613,2012-09-05,2012,Sept,FALSE,Wed,TRUE,Sunny,832,6280,7112
614,2012-09-06,2012,Sept,FALSE,Thur,TRUE,Cloudy,611,5592,6203
615,2012-09-07,2012,Sept,FALSE,Fri,TRUE,Sunny,1045,6459,7504
616,2012-09-08,2012,Sept,FALSE,Sat,FALSE,Cloudy,1557,4419,5976
617,2012-09-09,2012,Sept,FALSE,Sun,FALSE,Sunny,2570,5657,8227
618,2012-09-10,2012,Sept,FALSE,Mon,TRUE,Sunny,1118,6407,7525
619,2012-09-11,2012,Sept,FALSE,Tues,TRUE,Sunny,1070,6697,7767
620,2012-09-12,2012,Sept,FALSE,Wed,TRUE,Sunny,1050,6820,7870
621,2012-09-13,2012,Sept,FALSE,Thur,TRUE,Sunny,1054,6750,7804
622,2012-09-14,2012,Sept,FALSE,Fri,TRUE,Sunny,1379,6630,8009
623,2012-09-15,2012,Sept,FALSE,Sat,FALSE,Sunny,3160,5554,8714
624,2012-09-16,2012,Sept,FALSE,Sun,FALSE,Sunny,2166,5167,7333
625,2012-09-17,2012,Sept,FALSE,Mon,TRUE,Cloudy,1022,5847,6869
626,2012-09-18,2012,Sept,FALSE,Tues,TRUE,Cloudy,371,3702,4073
627,2012-09-19,2012,Sept,FALSE,Wed,TRUE,Sunny,788,6803,7591
628,2012-09-20,2012,Sept,FALSE,Thur,TRUE,Sunny,939,6781,7720
629,2012-09-21,2012,Sept,FALSE,Fri,TRUE,Sunny,1250,6917,8167
630,2012-09-22,2012,Sept,FALSE,Sat,FALSE,Sunny,2512,5883,8395
631,2012-09-23,2012,Sept,FALSE,Sun,FALSE,Sunny,2454,5453,7907
632,2012-09-24,2012,Sept,FALSE,Mon,TRUE,Sunny,1001,6435,7436
633,2012-09-25,2012,Sept,FALSE,Tues,TRUE,Sunny,845,6693,7538
634,2012-09-26,2012,Sept,FALSE,Wed,TRUE,Sunny,787,6946,7733
635,2012-09-27,2012,Sept,FALSE,Thur,TRUE,Cloudy,751,6642,7393
636,2012-09-28,2012,Sept,FALSE,Fri,TRUE,Cloudy,1045,6370,7415
637,2012-09-29,2012,Sept,FALSE,Sat,FALSE,Sunny,2589,5966,8555
638,2012-09-30,2012,Sept,FALSE,Sun,FALSE,Sunny,2015,4874,6889
639,2012-10-01,2012,Oct,FALSE,Mon,TRUE,Cloudy,763,6015,6778
640,2012-10-02,2012,Oct,FALSE,Tues,TRUE,Rain/Snow,315,4324,4639
641,2012-10-03,2012,Oct,FALSE,Wed,TRUE,Cloudy,728,6844,7572
642,2012-10-04,2012,Oct,FALSE,Thur,TRUE,Cloudy,891,6437,7328
643,2012-10-05,2012,Oct,FALSE,Fri,TRUE,Sunny,1516,6640,8156
644,2012-10-06,2012,Oct,FALSE,Sat,FALSE,Sunny,3031,4934,7965
645,2012-10-07,2012,Oct,FALSE,Sun,FALSE,Cloudy,781,2729,3510
646,2012-10-08,2012,Oct,TRUE,Mon,FALSE,Cloudy,874,4604,5478
647,2012-10-09,2012,Oct,FALSE,Tues,TRUE,Cloudy,601,5791,6392
648,2012-10-10,2012,Oct,FALSE,Wed,TRUE,Sunny,780,6911,7691
649,2012-10-11,2012,Oct,FALSE,Thur,TRUE,Sunny,834,6736,7570
650,2012-10-12,2012,Oct,FALSE,Fri,TRUE,Sunny,1060,6222,7282
